,track_id,popularity_track,duration_min,explicit,track_number,release_date,number_of_artists,popularity_artist_mean,followers_mean,num_of_markets,camelot,tempo,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,major,minor,album,compilation,single,Amount_words,Amount_unique_words,Diversity_coeff,Amount_adlibs,Amount_verses,Amount_chorus,Avg_words_verse,Scalared_popularity
26919,7tr8SXmP9j0uVqUU0qoapb,65,3.6,1,2,475632,1,80.0,10582865.0,185,11A,135.0,62.0,81.0,62.0,9.0,0.0,12.0,16.0,-6,0,1,1,0,0,394.0,161.0,2.4472049689441,14.0,2.0,2.0,67.0,-0.596241975484943
26920,1fAeFPXsX08Ovnn9iV1x27,65,2.97,0,1,468240,1,79.0,6117460.0,185,3B,152.0,89.0,47.0,80.0,4.0,0.0,77.0,39.0,-3,1,0,1,0,0,295.0,126.0,2.3412698412698414,0.0,2.0,3.0,39.0,-0.596241975484943
26921,3lQPwCmD918SyoiIkw1zqx,65,3.01,0,1,480336,1,81.0,22614018.0,185,3B,135.0,69.0,76.0,36.0,13.0,0.0,42.0,7.0,-9,1,0,0,0,1,474.0,191.0,2.481675392670157,0.0,0.0,0.0,0.0,-0.596241975484943
26922,5uXge1cK24monr2woxAZ7F,65,3.53,0,6,487728,2,79.0,11920475.0,184,11A,111.0,72.0,70.0,29.0,12.0,0.0,9.0,5.0,-8,0,1,1,0,0,341.0,169.0,2.0177514792899407,0.0,1.0,0.0,301.0,-0.596241975484943
26923,7lbGqBMyCOK43hwY0Kcu7o,65,3.6,0,6,417432,1,82.0,15731159.0,185,3B,110.0,65.0,94.0,47.0,5.0,0.0,8.0,19.0,-6,1,0,1,0,0,434.0,94.0,4.617021276595745,18.0,2.0,2.0,70.0,-0.596241975484943
26924,6ICDQClVaJ5OTs1P3GhJMl,65,3.31,1,13,409656,1,82.0,15731159.0,185,10B,106.0,61.0,86.0,44.0,14.0,0.0,10.0,11.0,-7,1,0,1,0,0,226.0,78.0,2.897435897435898,0.0,2.0,0.0,111.0,-0.596241975484943
26925,3zAWhIscp6ehzXv3KHorwb,65,2.77,1,3,486048,1,79.0,10189272.0,183,3B,128.0,84.0,75.0,43.0,10.0,0.0,26.0,28.0,-5,1,0,1,0,0,588.0,178.0,3.303370786516854,4.0,1.0,2.0,123.0,-0.596241975484943
26926,1nOEnc4w1DeeIFJBw5F2ID,65,3.03,1,1,474864,2,76.0,1458759.0,185,4A,155.0,67.0,72.0,89.0,49.0,0.0,13.0,6.0,-8,0,1,0,0,1,310.0,136.0,2.2794117647058822,1.0,1.0,2.0,101.0,-0.596241975484943
26927,79izTfIMSynG9BkQfbYlXh,65,2.88,0,5,489024,4,76.0,36536609.0,184,8B,105.0,67.0,79.0,10.0,24.0,2.0,14.0,5.0,-8,1,0,1,0,0,289.0,155.0,1.864516129032258,0.0,3.0,3.0,54.0,-0.596241975484943
26929,28lvraTNIN8qiTpoIK7m8Z,65,1.97,0,1,468576,2,75.0,8806337.0,185,9A,127.0,47.0,77.0,43.0,24.0,0.0,11.0,20.0,-9,0,1,0,0,1,285.0,148.0,1.925675675675676,3.0,3.0,2.0,43.0,-0.596241975484943
26930,0FWAIRd9Uz5uNek7cALYNC,65,4.15,1,1,431112,1,80.0,6620936.0,184,12A,134.0,66.0,77.0,42.0,44.0,0.0,22.0,6.0,-7,0,1,1,0,0,804.0,391.0,2.056265984654732,0.0,1.0,0.0,769.0,-0.596241975484943
26931,7JuHVG3qQKQKxC4doneXVW,65,3.07,1,1,445728,2,79.0,9537808.0,185,12A,130.0,66.0,76.0,28.0,10.0,0.0,6.0,31.0,-7,0,1,0,0,1,724.0,233.0,3.107296137339056,60.0,2.0,3.0,169.0,-0.596241975484943
26932,4VI2Y5xg4gYynQqNQNQbTN,65,2.49,1,1,480144,2,76.0,2567426.0,183,8B,127.0,41.0,95.0,55.0,3.0,0.0,10.0,34.0,-6,1,0,0,0,1,543.0,211.0,2.5734597156398102,53.0,3.0,3.0,81.0,-0.596241975484943
26933,4qzgdMbUnkXaPTfstaGWcA,65,2.89,0,1,485544,2,77.0,6659123.0,185,7A,95.0,69.0,70.0,46.0,37.0,0.0,17.0,17.0,-6,0,1,0,0,1,448.0,202.0,2.217821782178218,2.0,1.0,0.0,129.0,-0.596241975484943
26934,5YYW3yRktprLRr47WK219Y,65,3.64,0,1,447864,3,74.0,8805386.0,185,8B,143.0,88.0,91.0,79.0,14.0,0.0,52.0,27.0,-4,1,0,0,0,1,802.0,320.0,2.50625,38.0,3.0,0.0,154.0,-0.596241975484943
26935,7kh95COsNZjnTmc6aF76n7,65,2.49,0,1,432936,1,75.0,26644123.0,185,5A,125.0,69.0,83.0,53.0,26.0,0.0,37.0,25.0,-7,0,1,1,0,0,187.0,95.0,1.9684210526315788,0.0,2.0,2.0,75.0,-0.596241975484943
26936,1JBO94PcFFU28q3ApaONq0,65,2.78,0,2,487896,2,75.0,1632818.0,185,3B,153.0,59.0,86.0,33.0,3.0,0.0,34.0,37.0,-6,1,0,1,0,0,462.0,227.0,2.0352422907488985,9.0,1.0,2.0,300.0,-0.596241975484943
26937,4n0MBJuHpZ9dnD1BtsOIxB,65,2.94,0,8,458976,1,75.0,9865064.0,185,9A,140.0,67.0,82.0,62.0,25.0,0.0,24.0,31.0,-7,0,1,1,0,0,370.0,155.0,2.3870967741935485,10.0,2.0,2.0,67.0,-0.596241975484943
26938,3UnYMo1aeD0o8VtHy3R8cs,65,3.1,1,1,422424,1,76.0,13078033.0,185,3A,120.0,53.0,80.0,82.0,25.0,0.0,12.0,8.0,-11,0,1,0,0,1,641.0,327.0,1.960244648318043,22.0,1.0,0.0,605.0,-0.596241975484943
26939,7JnVFO5eZ9Rys19qSDUyMy,65,3.12,1,4,487392,1,78.0,5646656.0,183,1B,91.0,83.0,72.0,75.0,43.0,0.0,26.0,38.0,-5,1,0,1,0,0,361.0,162.0,2.228395061728395,0.0,2.0,3.0,44.0,-0.596241975484943
26940,2fBL047Cv32R3UFEup6xkP,65,3.2,1,1,426072,2,80.0,13336393.0,185,7A,90.0,68.0,63.0,39.0,58.0,0.0,72.0,26.0,-8,0,1,0,0,1,444.0,209.0,2.124401913875598,22.0,3.0,3.0,95.0,-0.596241975484943
26941,0B8yu7yLe1UsXv6gewHRv2,65,2.79,0,2,449736,3,80.0,13336393.0,185,11A,140.0,79.0,92.0,97.0,16.0,0.0,11.0,21.0,-3,0,1,1,0,0,459.0,195.0,2.353846153846154,7.0,3.0,2.0,96.0,-0.596241975484943
26942,6bTVP50bbtMtD6RGe2cUoQ,65,3.04,1,1,460632,1,80.0,13336393.0,185,2B,156.0,45.0,78.0,31.0,23.0,0.0,11.0,34.0,-10,1,0,0,0,1,494.0,270.0,1.8296296296296295,0.0,2.0,2.0,202.0,-0.596241975484943
26943,3swcjTgYcDyhehu2HMhP7B,65,5.5,0,1,448560,6,75.66666666666667,8509298.333333334,185,10A,124.0,48.0,93.0,78.0,36.0,0.0,11.0,28.0,-11,0,1,0,0,1,678.0,289.0,2.3460207612456747,21.0,5.0,3.0,84.0,-0.596241975484943
26944,7FfQ2E4LqvwKKOyKXyC2L2,65,3.18,0,5,452592,2,80.0,13336393.0,185,1A,146.0,66.0,77.0,54.0,14.0,0.0,9.0,44.0,-7,0,1,1,0,0,402.0,182.0,2.208791208791209,9.0,2.0,3.0,114.0,-0.596241975484943
26945,0VB3YI0Dl6TT3C7mIbHTs4,65,2.67,1,8,438072,1,74.0,10042666.0,184,6A,120.0,78.0,66.0,58.0,48.0,0.0,67.0,4.0,-5,0,1,1,0,0,534.0,261.0,2.045977011494253,9.0,2.0,0.0,210.0,-0.596241975484943
26947,2o2hrOq3vuQh8jmyx5eST6,65,3.51,1,14,380304,1,76.0,5993864.0,185,5A,130.0,62.0,90.0,63.0,13.0,0.0,10.0,22.0,-7,0,1,1,0,0,359.0,140.0,2.5642857142857145,0.0,2.0,0.0,128.0,-0.596241975484943
26948,4lwfqyQXSDJ7kELpMErMih,65,2.28,1,1,478824,2,75.0,10915657.0,183,10A,134.0,77.0,75.0,52.0,3.0,0.0,33.0,17.0,-8,0,1,0,0,1,567.0,304.0,1.8651315789473684,13.0,4.0,0.0,139.0,-0.596241975484943
26949,3hv6ndi7uFT9L9wrhQCsqY,65,2.53,1,3,427008,2,75.0,10915657.0,184,10B,71.0,37.0,67.0,62.0,89.0,0.0,8.0,51.0,-9,1,0,1,0,0,473.0,168.0,2.8154761904761907,31.0,2.0,3.0,103.0,-0.596241975484943
26950,6ipDE6Y0xrjEeaBTuPfW1K,65,5.52,1,1,419136,4,74.0,6924835.0,185,9A,105.0,83.0,89.0,71.0,37.0,0.0,8.0,13.0,-8,0,1,0,0,1,889.0,440.0,2.020454545454545,43.0,4.0,0.0,142.0,-0.596241975484943
26951,0v7ahDn1L5j60YZZHeVocU,65,2.61,0,1,487872,1,74.0,5927170.0,184,1A,131.0,63.0,70.0,55.0,23.0,0.0,12.0,4.0,-7,0,1,0,0,1,256.0,118.0,2.169491525423729,0.0,2.0,2.0,70.0,-0.596241975484943
26952,4NpFdj4CHgVSoQ32yHVmNL,65,2.74,1,6,465552,1,77.0,1637551.0,185,10A,140.0,85.0,74.0,42.0,21.0,0.0,23.0,31.0,-4,0,1,1,0,0,306.0,112.0,2.732142857142857,1.0,2.0,3.0,32.0,-0.596241975484943
26956,2LCGFBu1ej6zt4r1VGPjny,65,4.1,0,8,466896,2,76.0,11183934.0,183,11A,117.0,75.0,78.0,53.0,44.0,0.0,17.0,21.0,-4,0,1,1,0,0,419.0,187.0,2.2406417112299466,10.0,0.0,0.0,0.0,-0.596241975484943
26959,2mYlSgPvC5Np4mDg9DU5Mc,65,2.92,0,1,479160,2,74.0,5227692.0,185,1A,157.0,53.0,68.0,55.0,0.0,0.0,57.0,29.0,-5,0,1,0,0,1,237.0,101.0,2.3465346534653464,2.0,2.0,2.0,55.0,-0.596241975484943
26961,4uu7gKd1PffC7QEMcMk0Ro,65,2.81,1,1,436320,1,75.0,10212233.0,185,5A,77.0,27.0,86.0,15.0,10.0,19.0,18.0,42.0,-6,0,1,1,0,0,655.0,287.0,2.2822299651567945,0.0,2.0,2.0,247.0,-0.596241975484943
26962,1Us1V0tr91CIikNILQt3E6,65,2.98,1,1,488712,2,74.0,6002774.5,183,3A,92.0,76.0,42.0,66.0,2.0,0.0,41.0,21.0,-4,0,1,0,0,1,561.0,185.0,3.0324324324324325,0.0,2.0,3.0,115.0,-0.596241975484943
26963,2Uq9wCOwiisxLKXLoRBnz1,65,3.35,0,4,484848,1,75.0,8056145.0,185,11A,145.0,70.0,69.0,46.0,1.0,0.0,9.0,6.0,-6,0,1,1,0,0,263.0,108.0,2.435185185185185,2.0,2.0,0.0,39.0,-0.596241975484943
26965,1jDq5aazzoBFC06kBruPcE,65,4.46,0,1,451416,3,73.0,10130817.0,185,1B,97.0,37.0,67.0,42.0,58.0,0.0,24.0,8.0,-11,1,0,0,0,1,620.0,211.0,2.938388625592417,9.0,3.0,0.0,81.0,-0.596241975484943
26966,7uYFOLEhhmojSLTyVZ8r4O,65,4.38,1,1,444384,5,73.5,8104412.5,185,3B,131.0,63.0,89.0,4.0,0.0,0.0,12.0,11.0,-6,1,0,0,0,1,704.0,360.0,1.9555555555555555,1.0,5.0,0.0,108.0,-0.596241975484943
26967,0RR9X1AxLrdldzwwIVrHYf,65,3.11,0,1,452088,3,73.0,10130817.0,185,9A,75.0,76.0,71.0,52.0,1.0,0.0,56.0,35.0,-6,0,1,0,0,1,376.0,200.0,1.88,19.0,2.0,0.0,116.0,-0.596241975484943
26968,1VjnloX6zB43pXp7QehKvT,65,3.35,1,16,487032,2,73.0,10130817.0,185,11A,74.0,47.0,73.0,60.0,71.0,0.0,10.0,31.0,-10,0,1,1,0,0,524.0,272.0,1.9264705882352944,2.0,2.0,0.0,228.0,-0.596241975484943
26969,11sirgYaEutV40tkvgpHN6,65,4.55,0,6,475464,3,78.0,19277401.0,185,5A,111.0,58.0,67.0,37.0,4.0,0.0,18.0,32.0,-5,0,1,0,0,1,601.0,244.0,2.4631147540983607,2.0,3.0,4.0,112.0,-0.596241975484943
26970,5bxx3Iz8jfEoGXYJbQH8ZJ,65,3.14,1,7,435816,1,75.0,7970509.0,185,11A,115.0,59.0,81.0,26.0,28.0,0.0,11.0,31.0,-7,0,1,1,0,0,344.0,113.0,3.04424778761062,0.0,2.0,3.0,67.0,-0.596241975484943
26971,0YSTRuZ7elW9CEBfZJW5Js,65,4.13,1,8,403896,1,74.0,6818612.0,171,9B,160.0,51.0,72.0,46.0,32.0,0.0,15.0,39.0,-7,1,0,1,0,0,645.0,191.0,3.3769633507853403,0.0,2.0,0.0,85.0,-0.596241975484943
26972,6Ja1mjO9WcJFX3LsH22gRk,65,5.29,0,11,306816,2,72.0,4297331.0,169,10A,102.0,79.0,88.0,83.0,42.0,0.0,12.0,15.0,-5,0,1,1,0,0,731.0,255.0,2.8666666666666667,0.0,3.0,4.0,103.0,-0.596241975484943
26976,5Mn06i1d9H1KaiFbQDQPhT,65,4.87,1,5,364344,1,77.0,19518051.0,185,1B,123.0,63.0,81.0,76.0,2.0,0.0,9.0,8.0,-7,1,0,1,0,0,713.0,282.0,2.528368794326241,0.0,3.0,0.0,91.0,-0.596241975484943
26977,3FrQ1OJwWcusCyP5NS2bnD,65,3.81,1,6,410952,1,77.0,19518051.0,185,9B,140.0,85.0,46.0,38.0,10.0,0.0,12.0,24.0,-4,1,0,1,0,0,306.0,123.0,2.4878048780487805,0.0,2.0,3.0,78.0,-0.596241975484943
26978,4dFzuZePy7GYvbPFNwJyyl,65,3.57,1,1,425568,1,77.0,19518051.0,185,10B,148.0,46.0,67.0,27.0,68.0,0.0,9.0,19.0,-7,1,0,0,0,1,615.0,265.0,2.320754716981132,17.0,5.0,0.0,75.0,-0.596241975484943
26979,5128c82TGs88ump3YwCBdc,65,3.25,1,10,390888,1,77.0,19518051.0,185,11A,96.0,80.0,48.0,50.0,40.0,0.0,37.0,20.0,-4,0,1,1,0,0,549.0,201.0,2.7313432835820897,0.0,3.0,0.0,112.0,-0.596241975484943
26980,6yZbbWkQ0cIjNXhOaBAfWP,65,3.47,1,6,418008,3,77.0,19518051.0,185,3B,79.0,43.0,45.0,37.0,31.0,0.0,63.0,24.0,-12,1,0,1,0,0,417.0,174.0,2.396551724137931,27.0,3.0,4.0,75.0,-0.596241975484943
26982,11Mq1tJwmFOig3BXxjqcQr,65,3.55,1,2,442368,1,81.0,12724780.0,185,12A,120.0,43.0,68.0,8.0,74.0,3.0,13.0,5.0,-11,0,1,1,0,0,399.0,126.0,3.1666666666666665,8.0,0.0,0.0,0.0,-0.596241975484943
26984,49qQQcd8wONsOy3PwnZKHB,65,3.9,1,9,416328,1,81.0,12724780.0,185,9A,87.0,42.0,78.0,17.0,21.0,0.0,10.0,14.0,-10,0,1,1,0,0,537.0,180.0,2.9833333333333334,0.0,0.0,0.0,0.0,-0.596241975484943
26985,2exWbaQYhLEveLV8Nf01EF,65,3.03,1,4,421944,1,74.0,6078008.0,185,10B,175.0,43.0,43.0,13.0,34.0,0.0,14.0,17.0,-11,1,0,1,0,0,452.0,227.0,1.9911894273127757,0.0,2.0,0.0,157.0,-0.596241975484943
26986,2sd6fpR9vfyC9kIbaz9LJ2,65,3.13,1,19,421944,1,74.0,6078008.0,185,3A,85.0,47.0,85.0,38.0,12.0,1.0,11.0,21.0,-6,0,1,1,0,0,495.0,215.0,2.302325581395349,0.0,2.0,0.0,143.0,-0.596241975484943
26987,7jd9nQ7JYbcAtB3k3HG7ao,65,2.7,1,13,425952,2,74.0,6078008.0,185,8B,107.0,74.0,79.0,22.0,11.0,1.0,11.0,5.0,-4,1,0,1,0,0,516.0,216.0,2.388888888888889,0.0,0.0,0.0,0.0,-0.596241975484943
26988,50dH1x3AlnjndEUsqXeZv7,65,2.05,0,4,486888,1,76.0,5157029.0,185,4B,156.0,71.0,49.0,40.0,0.0,0.0,20.0,27.0,-7,1,0,0,0,1,275.0,199.0,1.3819095477386936,23.0,2.0,0.0,100.0,-0.596241975484943
26989,3LUFeTIPLxgZYdBxG0eV5k,65,2.93,0,1,474288,1,76.0,5157029.0,185,10A,112.0,23.0,61.0,19.0,56.0,4.0,11.0,3.0,-12,0,1,0,0,1,251.0,81.0,3.098765432098765,10.0,1.0,0.0,87.0,-0.596241975484943
26993,0VybBobSYSzliyEJ1VqwGR,65,2.41,1,1,475752,2,72.0,3468911.0,184,9B,170.0,80.0,65.0,30.0,9.0,0.0,15.0,18.0,-6,1,0,0,0,1,343.0,184.0,1.8641304347826089,15.0,2.0,0.0,122.0,-0.596241975484943
26994,1JzMOnuyabzpRuSudDD4Cq,65,3.24,0,14,463800,3,74.0,8705851.5,185,9B,180.0,86.0,57.0,37.0,0.0,0.0,32.0,38.0,-3,1,0,1,0,0,359.0,179.0,2.005586592178771,9.0,2.0,0.0,109.0,-0.596241975484943
26996,4qDT0BeJ7BjatrN9k8AvB4,65,2.77,1,1,465288,3,74.0,8705851.5,185,5A,80.0,47.0,59.0,78.0,63.0,0.0,15.0,7.0,-6,0,1,0,0,1,393.0,171.0,2.298245614035088,33.0,2.0,0.0,92.0,-0.596241975484943
26997,3ktTWpYdXrYApH54cBo4Ap,65,3.69,1,1,467448,2,76.0,13942792.0,185,7A,125.0,43.0,66.0,94.0,34.0,0.0,7.0,3.0,-15,0,1,0,0,1,514.0,222.0,2.315315315315315,30.0,4.0,0.0,84.0,-0.596241975484943
26999,4hPYkpuhzgPA233YwHDCYz,65,3.69,0,1,471360,1,72.0,1740309.0,183,9A,141.0,45.0,72.0,46.0,3.0,0.0,11.0,5.0,-6,0,1,0,0,1,436.0,191.0,2.282722513089005,3.0,5.0,0.0,58.0,-0.596241975484943
27000,0e00wW89E66Ndp8poSdjA2,65,3.48,0,1,487224,1,72.0,1740309.0,183,10A,140.0,57.0,87.0,46.0,7.0,0.0,15.0,22.0,-6,0,1,0,0,1,355.0,172.0,2.063953488372093,7.0,3.0,3.0,71.0,-0.596241975484943
27002,5ira9VcDBJhaEVSrbHOlIK,65,4.5,0,30,450336,1,74.0,45706707.0,185,4B,140.0,74.0,90.0,76.0,2.0,0.0,10.0,28.0,-7,1,0,1,0,0,599.0,297.0,2.016835016835017,0.0,5.0,5.0,90.0,-0.596241975484943
27003,6ElANRiS4S25oIn361o8Ye,65,3.7,0,12,427728,1,74.0,45706707.0,185,10A,87.0,47.0,67.0,25.0,58.0,0.0,21.0,36.0,-8,0,1,1,0,0,282.0,135.0,2.088888888888889,2.0,4.0,4.0,46.0,-0.596241975484943
27004,71Udwiv5GsZghU6XQ5LXQj,65,3.41,0,2,427728,1,74.0,45706707.0,185,3A,174.0,60.0,76.0,45.0,13.0,0.0,8.0,18.0,-7,0,1,1,0,0,383.0,128.0,2.9921875,2.0,3.0,4.0,35.0,-0.596241975484943
27005,6HTJgY7iWWlVLSDHsfHePf,65,2.96,1,2,455136,1,79.0,12196226.0,185,3B,82.0,23.0,62.0,10.0,77.0,1.0,13.0,4.0,-11,1,0,1,0,0,474.0,178.0,2.662921348314607,25.0,0.0,0.0,0.0,-0.596241975484943
27008,0G0ZyEQyc3IBcRnYCvtTwb,65,3.57,1,8,433968,2,79.0,12196226.0,185,8B,92.0,79.0,77.0,56.0,9.0,0.0,6.0,9.0,-6,1,0,1,0,0,732.0,216.0,3.388888888888889,18.0,0.0,0.0,0.0,-0.596241975484943
27009,2bW6Ir2ZHO32KJHyYdI46u,65,2.85,1,7,487536,2,73.5,1602361.5,183,12A,78.0,35.0,82.0,35.0,2.0,0.0,8.0,57.0,-12,0,1,1,0,0,477.0,252.0,1.8928571428571428,36.0,0.0,0.0,0.0,-0.596241975484943
27010,6aPXfQSEApJPZ6fXzkleF7,65,4.21,1,4,488736,4,74.0,717700.0,185,11B,153.0,70.0,57.0,51.0,16.0,0.0,31.0,4.0,-4,1,0,1,0,0,901.0,316.0,2.8512658227848102,30.0,0.0,0.0,0.0,-0.596241975484943
27011,1oOkZEqPrAQLpwBsiYKRl8,65,2.36,1,1,483504,3,74.0,2459846.5,183,10A,83.0,68.0,54.0,16.0,67.0,0.0,14.0,4.0,-9,0,1,0,0,1,230.0,142.0,1.619718309859155,19.0,1.0,0.0,93.0,-0.596241975484943
27012,4ZIVLxdUA4a2KBSPvD3Cxk,65,2.1,1,7,485712,1,75.0,4519791.0,183,10B,106.0,80.0,74.0,47.0,14.0,0.0,8.0,6.0,-5,1,0,1,0,0,201.0,139.0,1.4460431654676258,12.0,2.0,0.0,51.0,-0.596241975484943
27013,24HYU0MQmeUQ6YLjl1o2NV,65,4.93,0,11,350640,1,73.0,16400611.0,185,4B,103.0,62.0,61.0,38.0,14.0,0.0,23.0,40.0,-7,1,0,1,0,0,739.0,236.0,3.1313559322033897,1.0,4.0,2.0,80.0,-0.596241975484943
27015,1mFXcxBVvvmB0j3MlogCAh,65,4.64,1,5,437592,1,76.0,9510744.0,185,3A,93.0,65.0,42.0,37.0,37.0,0.0,7.0,3.0,-5,0,1,1,0,0,617.0,244.0,2.528688524590164,0.0,2.0,0.0,147.0,-0.596241975484943
27016,6s0omAiJpLcMWdbCCJbG6s,65,1.97,1,1,488184,1,73.0,1574575.0,184,9B,128.0,61.0,71.0,42.0,5.0,0.0,16.0,3.0,-6,1,0,0,0,1,366.0,173.0,2.115606936416185,12.0,2.0,3.0,107.0,-0.596241975484943
27018,2CZzw0He9fzyi2FkBkn4Bk,65,2.38,0,1,477312,2,73.0,5923906.0,185,4B,160.0,60.0,82.0,18.0,4.0,2.0,12.0,31.0,-7,1,0,0,0,1,241.0,117.0,2.05982905982906,5.0,0.0,0.0,0.0,-0.596241975484943
27019,0wdrMb17yD2IZikDE9y4ni,65,2.97,1,1,438144,2,75.0,2275064.0,185,9B,92.0,57.0,85.0,49.0,45.0,0.0,7.0,27.0,-3,1,0,0,0,1,473.0,219.0,2.1598173515981736,13.0,0.0,0.0,0.0,-0.596241975484943
27020,1fLibtVj3MrNTwRZq5yUOs,65,3.7,1,2,305208,3,73.0,1690209.0,184,12A,124.0,47.0,74.0,33.0,46.0,0.0,18.0,9.0,-8,0,1,1,0,0,726.0,234.0,3.102564102564102,33.0,3.0,4.0,125.0,-0.596241975484943
27021,73w0vUAcS6BWZjUd0Ke3Iu,65,1.86,1,13,436824,1,77.0,9694103.0,185,9B,108.0,64.0,75.0,43.0,30.0,0.0,28.0,3.0,-4,1,0,1,0,0,226.0,101.0,2.237623762376238,0.0,1.0,1.0,136.0,-0.596241975484943
27022,2RSpOGQtcNgmbx5ejgho5X,65,2.45,1,1,452568,1,77.0,2717823.0,185,10B,120.0,85.0,83.0,50.0,55.0,0.0,11.0,21.0,-3,1,0,0,0,1,542.0,219.0,2.4748858447488584,21.0,0.0,0.0,0.0,-0.596241975484943
27023,3D29kjUyWxsT3jUUTtARVQ,65,4.01,1,10,460176,1,72.0,4269288.0,185,4A,148.0,63.0,70.0,27.0,32.0,0.0,11.0,6.0,-7,0,1,1,0,0,484.0,184.0,2.630434782608696,34.0,0.0,0.0,0.0,-0.596241975484943
27024,2j7M9A1Ko4LHi46sAmgLSF,65,2.8,1,4,480168,1,74.0,3493869.0,185,11B,120.0,43.0,89.0,45.0,8.0,0.0,10.0,55.0,-7,1,0,1,0,0,337.0,205.0,1.64390243902439,18.0,1.0,0.0,201.0,-0.596241975484943
27025,7rB7UrKvW1yfFEiRrZsrXt,65,4.3,1,2,480168,1,74.0,3493869.0,185,2B,97.0,61.0,59.0,96.0,39.0,0.0,65.0,29.0,-4,1,0,1,0,0,449.0,297.0,1.5117845117845117,20.0,2.0,0.0,156.0,-0.596241975484943
27026,2h07VxASyzG42ZW9Q0eIWb,65,1.73,1,9,436656,1,75.0,1785306.0,185,1B,82.0,77.0,60.0,59.0,42.0,0.0,13.0,3.0,-3,1,0,1,0,0,271.0,115.0,2.356521739130435,0.0,1.0,2.0,138.0,-0.596241975484943
27027,7ibRB2S2WOfPKSvYkhcYtj,65,2.2,1,2,436656,1,75.0,1785306.0,185,3B,167.0,69.0,84.0,70.0,1.0,0.0,28.0,36.0,-4,1,0,1,0,0,309.0,116.0,2.663793103448276,0.0,2.0,3.0,78.0,-0.596241975484943
27028,7gdhZ5u9T1tmvd3zud1yQZ,65,1.34,1,2,430608,1,75.0,1785306.0,185,3B,140.0,73.0,93.0,29.0,0.0,0.0,34.0,45.0,-5,1,0,1,0,0,209.0,112.0,1.8660714285714288,0.0,1.0,0.0,191.0,-0.596241975484943
27029,6bN41HjY008ggroMFxNLaa,65,3.43,1,11,472272,4,76.0,7381859.0,183,3B,110.0,61.0,83.0,71.0,9.0,0.0,29.0,7.0,-4,1,0,1,0,0,516.0,290.0,1.7793103448275862,13.0,0.0,0.0,0.0,-0.596241975484943
27030,0MLu1cFYL4ikdRTdasCQT9,65,3.0,0,1,442176,3,76.0,7381859.0,184,3A,96.0,42.0,85.0,65.0,16.0,0.0,24.0,12.0,-14,0,1,0,0,1,485.0,219.0,2.2146118721461185,11.0,0.0,0.0,0.0,-0.596241975484943
27031,2bNtWTLdqUGhLZqWUGPNvK,65,3.66,1,3,406584,1,72.0,2750630.0,184,10B,146.0,92.0,64.0,85.0,3.0,0.0,9.0,8.0,-4,1,0,1,0,0,361.0,156.0,2.3141025641025643,1.0,0.0,0.0,0.0,-0.596241975484943
27032,5rzK4eeJMgbFCed9wF4250,65,2.88,1,1,488880,2,75.0,6404842.0,183,3B,126.0,71.0,64.0,23.0,2.0,0.0,13.0,8.0,-8,1,0,0,0,1,322.0,224.0,1.4375,36.0,2.0,0.0,114.0,-0.596241975484943
27033,64929UpSVDlOYFlXiZJKgu,65,2.17,0,1,484680,1,75.0,6404842.0,183,8A,91.0,78.0,67.0,24.0,4.0,0.0,16.0,10.0,-4,0,1,0,0,1,215.0,146.0,1.4726027397260273,19.0,2.0,0.0,72.0,-0.596241975484943
27035,2MvIexkUblP1QdpBzKot3N,65,1.99,1,1,453456,1,75.0,6404842.0,185,9A,120.0,69.0,71.0,41.0,3.0,0.0,38.0,4.0,-7,0,1,0,0,1,252.0,153.0,1.6470588235294117,7.0,1.0,0.0,153.0,-0.596241975484943
27036,1QwAS9Ag5yCMduNhev5XFr,65,2.95,0,3,430272,2,75.0,6404842.0,185,2A,130.0,73.0,57.0,50.0,7.0,0.0,10.0,6.0,-5,0,1,1,0,0,364.0,206.0,1.766990291262136,17.0,2.0,0.0,108.0,-0.596241975484943
27037,0HKNlsZ0zFlSqUqWj1nVVG,65,3.27,1,2,418344,1,72.0,6306694.0,184,7A,107.0,86.0,50.0,44.0,0.0,0.0,95.0,6.0,-5,0,1,1,0,0,578.0,212.0,2.7264150943396226,55.0,0.0,0.0,0.0,-0.596241975484943
27039,2xtIAFJIMkzHGHiCrJ9iwd,65,3.76,1,1,376944,3,73.0,3295579.0,178,11A,90.0,80.0,66.0,96.0,9.0,0.0,20.0,3.0,-4,0,1,0,0,1,738.0,222.0,3.324324324324324,8.0,3.0,4.0,118.0,-0.596241975484943
27040,5yYfCoMrhcuxMP9CAmA2rU,65,2.79,1,2,435648,1,72.0,2447389.0,185,10B,87.0,80.0,51.0,48.0,1.0,0.0,20.0,24.0,-4,1,0,1,0,0,507.0,197.0,2.5736040609137056,8.0,0.0,0.0,0.0,-0.596241975484943
27041,2cbgLYxRK6exbeKyz4YrD3,65,2.46,1,1,487056,1,73.0,1741024.0,185,10B,94.0,59.0,70.0,58.0,52.0,0.0,29.0,39.0,-7,1,0,0,0,1,372.0,163.0,2.282208588957056,43.0,2.0,0.0,75.0,-0.596241975484943
