,track_id,popularity_track,duration_min,explicit,track_number,release_date,number_of_artists,popularity_artist_mean,followers_mean,num_of_markets,camelot,tempo,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,major,minor,album,compilation,single,Amount_words,Amount_unique_words,Diversity_coeff,Amount_adlibs,Amount_verses,Amount_chorus,Avg_words_verse,Scalared_popularity
27247,0pVYhms1xQW1TFsyl1SDmH,67,3.66,1,1,489264,2,85.0,21693804.0,183,6A,90.0,39.0,66.0,31.0,61.0,0.0,24.0,30.0,-10,0,1,0,0,1,862.0,397.0,2.1712846347607053,21.0,2.0,0.0,420.0,-0.20891682122108743
27248,3V3JxDpiUg0RAt1Mfbn6Ht,67,3.89,1,10,429240,3,85.0,21693804.0,185,3A,105.0,72.0,51.0,42.0,5.0,0.0,42.0,19.0,-7,0,1,1,0,0,827.0,297.0,2.7845117845117846,17.0,3.0,4.0,183.0,-0.20891682122108743
27249,3f7gYMirBEKuc57218BjOY,67,3.91,0,3,356280,2,81.0,15736632.0,179,11B,93.0,48.0,45.0,9.0,54.0,0.0,12.0,22.0,-12,1,0,1,0,0,436.0,190.0,2.294736842105263,18.0,3.0,0.0,62.0,-0.20891682122108743
27250,7sWdGtYvzlzuQRAoZ7fGeO,67,3.52,1,1,414312,2,83.0,17873314.0,171,6A,100.0,66.0,84.0,40.0,19.0,0.0,12.0,22.0,-6,0,1,0,0,1,579.0,254.0,2.279527559055118,36.0,3.0,0.0,94.0,-0.20891682122108743
27252,6Wnr4kk9nZvkZ24QomLnaE,67,3.65,0,1,489072,1,79.0,5835215.0,185,11A,164.0,64.0,60.0,70.0,13.0,1.0,33.0,3.0,-8,0,1,0,0,1,604.0,199.0,3.0351758793969847,32.0,3.0,3.0,94.0,-0.20891682122108743
27253,11KgBg77VfJjv0oifmE7M7,67,2.3,1,12,481968,3,75.5,11505126.5,183,10A,138.0,73.0,65.0,48.0,47.0,2.0,32.0,4.0,-7,0,1,1,0,0,548.0,199.0,2.753768844221105,9.0,3.0,4.0,86.0,-0.20891682122108743
27254,5rqfg8Hz5D1aCcn2XUxzNA,67,4.27,1,1,394800,2,80.0,8300610.0,183,10B,62.0,60.0,67.0,74.0,62.0,0.0,9.0,25.0,-5,1,0,0,0,1,549.0,168.0,3.267857142857143,12.0,2.0,2.0,137.0,-0.20891682122108743
27255,6GGmABM6AMwMzEhK7szqJT,67,3.54,0,2,455304,2,80.0,8300610.0,185,3B,160.0,79.0,70.0,33.0,14.0,0.0,68.0,21.0,-7,1,0,1,0,0,542.0,116.0,4.672413793103448,29.0,2.0,2.0,65.0,-0.20891682122108743
27258,5ouREJYZCYqwF0p7VeUtfH,67,2.93,0,1,477600,1,81.0,22614018.0,185,3B,127.0,64.0,68.0,35.0,0.0,0.0,11.0,4.0,-4,1,0,0,0,1,305.0,129.0,2.364341085271318,0.0,3.0,3.0,37.0,-0.20891682122108743
27259,2zIwRUw5iCpgElrEMdPHJm,67,3.22,0,2,487728,2,79.0,11920475.0,184,12A,97.0,74.0,78.0,55.0,10.0,0.0,7.0,6.0,-6,0,1,1,0,0,517.0,318.0,1.6257861635220126,6.0,2.0,2.0,217.0,-0.20891682122108743
27260,6akBF8JWM8lrpqejdwIfYI,67,4.08,1,6,428256,1,82.0,15731159.0,185,12A,188.0,69.0,54.0,57.0,8.0,0.0,51.0,43.0,-6,0,1,1,0,0,330.0,80.0,4.125,11.0,1.0,2.0,31.0,-0.20891682122108743
27261,55aOpqGaMRWhwm6cDPUtsV,67,2.61,1,3,407664,2,82.0,15731159.0,185,11B,136.0,65.0,50.0,65.0,8.0,0.0,7.0,30.0,-7,1,0,0,0,1,299.0,131.0,2.282442748091603,11.0,0.0,0.0,0.0,-0.20891682122108743
27263,2fXIrAxHbMeLukqcQTyhrh,67,2.95,1,8,407088,1,82.0,15731159.0,185,11A,124.0,66.0,58.0,41.0,2.0,0.0,17.0,4.0,-7,0,1,1,0,0,351.0,92.0,3.815217391304348,0.0,0.0,2.0,0.0,-0.20891682122108743
27265,2Ku34RwdypCEfVJyxQIfyI,67,2.23,1,2,479616,1,82.0,15731159.0,185,10A,131.0,60.0,70.0,70.0,0.0,0.0,12.0,14.0,-10,0,1,1,0,0,194.0,100.0,1.94,1.0,1.0,1.0,144.0,-0.20891682122108743
27266,0BlESrrPor7TRRpRz3nRZ5,67,2.8,1,1,483000,1,76.0,36536609.0,185,9B,140.0,65.0,90.0,90.0,45.0,0.0,18.0,23.0,-8,1,0,0,0,1,387.0,163.0,2.374233128834356,2.0,3.0,4.0,53.0,-0.20891682122108743
27267,4mDpnv3WoBynj16hsjGihU,67,3.1,0,3,483336,2,81.0,10239356.5,185,12A,118.0,81.0,53.0,44.0,0.0,0.0,11.0,5.0,-6,0,1,1,0,0,603.0,229.0,2.633187772925764,20.0,0.0,0.0,0.0,-0.20891682122108743
27268,7lf6EvTJtrbLKtJ1BKP3hv,67,3.25,0,1,488904,1,81.0,7753933.0,185,1A,82.0,76.0,84.0,63.0,1.0,0.0,29.0,23.0,-5,0,1,0,0,1,385.0,110.0,3.5,12.0,0.0,0.0,0.0,-0.20891682122108743
27269,2zxEc1GCSCxbHIXTfhraRC,67,4.2,1,3,451920,2,80.0,6620936.0,184,10A,156.0,57.0,68.0,75.0,14.0,0.0,27.0,7.0,-10,0,1,1,0,0,665.0,295.0,2.254237288135593,5.0,3.0,3.0,141.0,-0.20891682122108743
27270,3DKCTIiJ97bS9TGiqcABjo,67,3.37,1,1,406416,2,80.0,6620936.0,185,5A,140.0,65.0,74.0,38.0,13.0,0.0,18.0,4.0,-6,0,1,0,0,1,792.0,340.0,2.3294117647058825,2.0,5.0,2.0,109.0,-0.20891682122108743
27271,3DZ8dbKg4OTSSqGARvecYd,67,3.09,0,1,455472,2,79.0,9537808.0,185,11B,137.0,56.0,83.0,69.0,61.0,0.0,14.0,7.0,-6,1,0,0,0,1,479.0,174.0,2.7528735632183907,3.0,2.0,3.0,102.0,-0.20891682122108743
27272,334RaRoiRG89vt0LCEZ6L0,67,2.45,0,1,483696,2,74.0,7227406.0,184,4B,152.0,59.0,77.0,19.0,0.0,0.0,11.0,11.0,-7,1,0,0,0,1,276.0,124.0,2.225806451612903,5.0,0.0,0.0,0.0,-0.20891682122108743
27276,1ndyl3wJCFs872XZ3ztPk6,67,4.31,0,1,435480,6,74.0,4605195.0,185,9A,84.0,50.0,55.0,46.0,55.0,0.0,9.0,35.0,-8,0,1,0,0,1,685.0,243.0,2.818930041152264,40.0,6.0,0.0,57.0,-0.20891682122108743
27277,7pCCElBzCzyZmurimkqT3n,67,3.39,0,6,487392,1,78.0,5646656.0,183,9A,106.0,63.0,51.0,30.0,16.0,0.0,12.0,13.0,-9,0,1,1,0,0,310.0,160.0,1.9375,10.0,2.0,2.0,75.0,-0.20891682122108743
27278,4t8xELB3RVb8n7dxaQ1H5I,67,3.62,0,9,487392,1,78.0,5646656.0,183,9A,102.0,54.0,55.0,21.0,10.0,0.0,10.0,29.0,-8,0,1,1,0,0,359.0,155.0,2.3161290322580643,4.0,2.0,3.0,62.0,-0.20891682122108743
27279,5lXKHJ3kYg9aM0TdBgaZBe,67,3.32,0,15,480648,1,80.0,13336393.0,185,3A,133.0,51.0,87.0,81.0,60.0,0.0,19.0,11.0,-8,0,1,1,0,0,344.0,140.0,2.4571428571428573,3.0,2.0,2.0,87.0,-0.20891682122108743
27280,7v6TT7EUEYAX1S7RZaZOkG,67,2.65,0,1,486624,1,80.0,13336393.0,185,8A,105.0,72.0,70.0,29.0,3.0,0.0,13.0,4.0,-5,0,1,1,0,0,367.0,179.0,2.0502793296089385,2.0,1.0,0.0,191.0,-0.20891682122108743
27281,3eOkhJYDaTELGhWHBNbf4A,67,2.47,1,3,467040,1,82.0,8947122.0,185,8B,135.0,64.0,85.0,62.0,23.0,0.0,23.0,10.0,-6,1,0,0,0,1,440.0,150.0,2.933333333333333,10.0,1.0,2.0,110.0,-0.20891682122108743
27282,3hQCHzkE5oSA3F1xM8bpcM,67,4.23,1,4,315576,1,76.0,7735060.0,184,3B,98.0,73.0,57.0,77.0,24.0,1.0,10.0,7.0,-3,1,0,1,0,0,592.0,220.0,2.690909090909091,39.0,3.0,4.0,135.0,-0.20891682122108743
27283,6jhmBvxtwBiEIpxdywJtbh,67,3.45,0,1,418176,1,74.0,6924835.0,185,11B,128.0,70.0,76.0,49.0,2.0,0.0,11.0,26.0,-6,1,0,0,0,1,485.0,183.0,2.650273224043716,5.0,2.0,0.0,117.0,-0.20891682122108743
27284,4OLpvmygTruvZfH1uyj6sS,67,5.0,1,1,476640,2,71.5,5182313.0,185,4B,105.0,62.0,73.0,56.0,40.0,0.0,9.0,31.0,-6,1,0,0,0,1,511.0,156.0,3.275641025641025,10.0,2.0,3.0,92.0,-0.20891682122108743
27285,12cZWGf5ZgLcKubEW9mx5q,67,4.41,0,1,465696,1,76.0,11183934.0,182,5A,130.0,59.0,78.0,6.0,1.0,0.0,16.0,5.0,-7,0,1,0,0,1,859.0,358.0,2.399441340782123,30.0,2.0,0.0,226.0,-0.20891682122108743
27286,0rc9XLNs7KZXu2ASA3LbL8,67,3.59,0,11,466896,1,76.0,11183934.0,183,3B,176.0,77.0,84.0,41.0,1.0,0.0,9.0,24.0,-4,1,0,1,0,0,447.0,169.0,2.6449704142011834,0.0,2.0,3.0,117.0,-0.20891682122108743
27287,57x0IGrEHEdoy5QMBlcitJ,67,2.57,1,2,433200,1,75.0,8056145.0,185,9B,130.0,56.0,64.0,50.0,5.0,75.0,13.0,8.0,-15,1,0,1,0,0,360.0,154.0,2.3376623376623376,15.0,2.0,3.0,78.0,-0.20891682122108743
27288,592R1yDJZI1NUKHpjyLCua,67,3.41,1,1,431448,2,74.0,3189484.0,185,2B,104.0,68.0,63.0,13.0,13.0,0.0,14.0,5.0,-6,1,0,0,0,1,356.0,142.0,2.507042253521127,0.0,2.0,0.0,93.0,-0.20891682122108743
27289,0RKglZdTQ7BLrs6vplb2qm,67,3.95,0,1,440520,3,74.0,3189484.0,185,9A,140.0,44.0,91.0,68.0,14.0,0.0,17.0,38.0,-9,0,1,0,0,1,446.0,184.0,2.4239130434782608,0.0,2.0,3.0,144.0,-0.20891682122108743
27292,5Bp7TFENcgsdLCL8fMOSKs,67,2.9,0,12,481656,5,77.0,3301176.0,184,7B,144.0,93.0,51.0,16.0,0.0,0.0,17.0,3.0,-2,1,0,1,0,0,568.0,261.0,2.176245210727969,31.0,4.0,0.0,91.0,-0.20891682122108743
27293,01vZxLzy1Jl2j8oajNw00l,67,4.92,0,1,364344,3,77.0,19518051.0,185,2B,112.0,55.0,92.0,95.0,24.0,0.0,8.0,19.0,-5,1,0,1,0,0,650.0,287.0,2.264808362369338,16.0,4.0,0.0,122.0,-0.20891682122108743
27296,5sbj4M33WaHilEaJAhRPp8,67,4.25,1,1,437760,1,74.0,6078008.0,185,11A,132.0,89.0,68.0,55.0,1.0,45.0,32.0,5.0,-5,0,1,0,0,1,445.0,235.0,1.893617021276596,6.0,2.0,2.0,155.0,-0.20891682122108743
27297,4lIaBc1VDBltVVi1Wd2iOZ,67,4.65,1,11,421944,2,74.0,6078008.0,185,12A,78.0,42.0,77.0,49.0,1.0,1.0,13.0,19.0,-5,0,1,1,0,0,720.0,278.0,2.5899280575539567,4.0,2.0,0.0,139.0,-0.20891682122108743
27298,6mDaKsBN1KHIBfeNXJwhZk,67,3.67,1,1,452112,2,74.0,6078008.0,185,3B,143.0,54.0,83.0,18.0,8.0,0.0,16.0,5.0,-6,1,0,0,0,1,380.0,153.0,2.4836601307189543,5.0,2.0,3.0,65.0,-0.20891682122108743
27299,2Nt4eocAv9wi1vHshhSdpF,67,3.17,0,1,463368,1,76.0,5157029.0,185,10B,145.0,70.0,62.0,27.0,15.0,0.0,17.0,3.0,-6,1,0,0,0,1,520.0,176.0,2.9545454545454546,13.0,2.0,0.0,71.0,-0.20891682122108743
27301,42ETKyApzUl8hTtytFAjen,67,3.5,0,1,435624,2,77.0,1424507.0,185,3A,80.0,48.0,75.0,29.0,2.0,0.0,20.0,11.0,-11,0,1,0,0,1,354.0,194.0,1.824742268041237,2.0,0.0,0.0,0.0,-0.20891682122108743
27302,3W7LZdsp9KhFS3j98wSooG,67,2.6,0,1,481464,2,76.5,1256795.5,185,11A,97.0,54.0,82.0,16.0,1.0,0.0,10.0,6.0,-6,0,1,0,0,1,332.0,173.0,1.9190751445086704,12.0,3.0,3.0,80.0,-0.20891682122108743
27304,2XymTaHTrQWDEuSyhfZvqF,67,2.82,1,2,444360,1,76.0,13942792.0,185,12A,94.0,49.0,74.0,45.0,63.0,0.0,13.0,41.0,-10,0,1,1,0,0,256.0,101.0,2.5346534653465347,1.0,2.0,0.0,44.0,-0.20891682122108743
27305,7pMfMzfYSTbNxj5lJEbQIp,67,2.44,1,9,479400,1,76.0,13942792.0,184,10B,140.0,46.0,90.0,9.0,1.0,1.0,11.0,9.0,-6,1,0,1,0,0,311.0,213.0,1.460093896713615,13.0,1.0,0.0,263.0,-0.20891682122108743
27306,07AQkmp456NpEnT8HR7WLy,67,2.83,1,1,447528,2,76.0,13942792.0,185,4B,126.0,91.0,71.0,82.0,1.0,0.0,15.0,3.0,-3,1,0,0,0,1,437.0,251.0,1.7410358565737052,11.0,0.0,0.0,0.0,-0.20891682122108743
27307,2ux3Sb90r5aA74nLMls1u0,67,3.41,1,10,479400,1,76.0,13942792.0,184,9B,120.0,83.0,55.0,60.0,11.0,0.0,14.0,21.0,-8,1,0,1,0,0,266.0,132.0,2.015151515151515,12.0,2.0,0.0,92.0,-0.20891682122108743
27308,5XZJEyhLsajMjzImnAqUcH,67,4.67,1,1,405192,1,74.0,11439113.0,185,10B,146.0,67.0,84.0,58.0,1.0,0.0,13.0,22.0,-6,1,0,0,0,1,588.0,224.0,2.625,0.0,2.0,0.0,166.0,-0.20891682122108743
27311,2Uik6DjW1n5CWbRNdZilV5,67,3.63,0,3,427728,1,74.0,45706707.0,185,10B,146.0,60.0,84.0,30.0,0.0,0.0,12.0,6.0,-6,1,0,1,0,0,344.0,121.0,2.84297520661157,0.0,3.0,4.0,25.0,-0.20891682122108743
27312,5JM13iTVRsDYdPHAFKt9eq,67,3.08,1,1,489360,2,79.0,12196226.0,184,4A,146.0,53.0,76.0,31.0,51.0,0.0,9.0,26.0,-11,0,1,0,0,1,549.0,307.0,1.788273615635179,50.0,0.0,0.0,0.0,-0.20891682122108743
27313,1JfnsJvlIAUyGrXtielXmG,67,2.28,1,8,485712,2,74.0,2459846.5,183,4B,178.0,81.0,45.0,45.0,0.0,0.0,11.0,13.0,-5,1,0,1,0,0,242.0,136.0,1.7794117647058822,30.0,2.0,0.0,68.0,-0.20891682122108743
27314,4fhF0iJffyUJReKSecg78m,67,4.75,0,6,370104,1,73.0,16400611.0,185,1A,120.0,50.0,79.0,43.0,10.0,0.0,13.0,17.0,-11,0,1,1,0,0,756.0,312.0,2.423076923076923,1.0,3.0,0.0,162.0,-0.20891682122108743
27316,2xRGPubKBTHX6iyrpQvtCy,67,4.44,0,10,361320,2,76.0,3433724.0,185,8A,152.0,62.0,72.0,65.0,24.0,0.0,15.0,34.0,-7,0,1,1,0,0,693.0,232.0,2.987068965517241,56.0,3.0,3.0,91.0,-0.20891682122108743
27319,56ZMnyvW7uO9sJoTVHNBxs,67,4.12,1,1,453192,3,76.0,9510744.0,185,8A,120.0,65.0,90.0,74.0,36.0,0.0,10.0,14.0,-7,0,1,0,0,1,625.0,265.0,2.358490566037736,0.0,0.0,0.0,0.0,-0.20891682122108743
27320,1XOkwSEuFloCRyxQdTJS1h,67,2.83,0,1,471936,2,73.0,1574575.0,183,4B,123.0,73.0,80.0,56.0,15.0,0.0,11.0,17.0,-8,1,0,0,0,1,576.0,304.0,1.894736842105263,2.0,4.0,2.0,103.0,-0.20891682122108743
27322,6o3s08kk2fQI37vxGZDrJ1,67,4.57,0,1,318480,3,73.0,1690209.0,185,8B,144.0,67.0,67.0,67.0,6.0,0.0,10.0,32.0,-8,1,0,0,0,1,664.0,228.0,2.912280701754386,1.0,3.0,4.0,131.0,-0.20891682122108743
27323,64NX4R1rgHb1LMLDAnNNPp,67,2.9,1,16,443544,1,77.0,9694103.0,185,11A,91.0,80.0,73.0,64.0,3.0,0.0,36.0,8.0,-5,0,1,1,0,0,376.0,172.0,2.186046511627907,4.0,1.0,1.0,186.0,-0.20891682122108743
27326,0uSHA5dbsCRMmzbidwhKwl,67,2.8,1,1,481512,2,73.0,2487023.0,185,3B,132.0,66.0,86.0,27.0,39.0,0.0,9.0,6.0,-6,1,0,0,0,1,561.0,317.0,1.7697160883280758,45.0,0.0,0.0,0.0,-0.20891682122108743
27329,3MNBUdX7zP4E0UhlfYenMf,67,3.33,1,2,463032,1,77.0,2717823.0,185,9A,92.0,79.0,60.0,34.0,0.0,0.0,14.0,3.0,-4,0,1,1,0,0,632.0,229.0,2.759825327510917,52.0,0.0,0.0,0.0,-0.20891682122108743
27330,1oHh0DAi8nJDORn90H97QA,67,3.81,1,1,419184,1,73.0,1794190.0,184,9A,111.0,56.0,64.0,44.0,18.0,0.0,16.0,45.0,-8,0,1,1,0,0,543.0,199.0,2.728643216080402,0.0,0.0,0.0,0.0,-0.20891682122108743
27331,0LbuSkJMsSFTKCvGSweQQ4,67,3.76,1,20,397584,1,73.0,1794190.0,185,4A,120.0,85.0,67.0,25.0,11.0,0.0,20.0,3.0,-5,0,1,1,0,0,453.0,174.0,2.603448275862069,0.0,0.0,0.0,0.0,-0.20891682122108743
27332,3icILkEkTKNPaPQ5usTbsw,67,1.48,1,1,457968,1,75.0,1785306.0,185,2A,135.0,53.0,63.0,18.0,7.0,2.0,12.0,5.0,-5,0,1,0,0,1,286.0,123.0,2.3252032520325203,3.0,1.0,2.0,171.0,-0.20891682122108743
27333,5WssaPhjCCUFBMk9PpnHYj,67,3.62,1,5,472272,2,76.0,7381859.0,183,2A,170.0,71.0,74.0,83.0,5.0,0.0,8.0,9.0,-4,0,1,1,0,0,365.0,165.0,2.212121212121212,0.0,0.0,0.0,0.0,-0.20891682122108743
27334,46w75NfLpau9juuoeiY3ZM,67,3.5,1,11,484512,2,75.0,5145271.0,183,10A,132.0,62.0,57.0,30.0,1.0,0.0,10.0,5.0,-7,0,1,1,0,0,468.0,216.0,2.1666666666666665,27.0,0.0,0.0,0.0,-0.20891682122108743
27335,2aJW4z2EoahGBpU3asFclE,67,4.1,1,2,485376,3,76.0,7381859.0,184,10B,62.0,74.0,51.0,15.0,1.0,0.0,11.0,4.0,-7,1,0,1,0,0,640.0,282.0,2.269503546099291,20.0,0.0,0.0,0.0,-0.20891682122108743
27336,6mnfGyPzbzSe8olYGM44pU,67,2.83,0,6,474432,1,72.0,2004627.0,185,11A,176.0,77.0,79.0,92.0,27.0,0.0,64.0,27.0,-6,0,1,1,0,0,450.0,148.0,3.0405405405405403,6.0,2.0,2.0,92.0,-0.20891682122108743
27337,2C2m9namPfgkvcPgO0S6Xj,67,3.07,1,3,482520,1,75.0,6404842.0,185,2B,124.0,78.0,65.0,48.0,5.0,0.0,21.0,7.0,-3,1,0,0,0,1,279.0,221.0,1.262443438914027,13.0,2.0,0.0,113.0,-0.20891682122108743
27338,0atxjWna6ikysmEzrqGXLW,67,2.77,0,19,460824,2,72.0,1387994.0,183,3B,127.0,46.0,79.0,28.0,7.0,1.0,11.0,4.0,-10,1,0,1,0,0,366.0,133.0,2.7518796992481205,11.0,0.0,0.0,0.0,-0.20891682122108743
27339,5ioieZofgvXQK70RFhVohl,67,3.24,1,5,454632,2,72.0,2447389.0,185,5A,112.0,27.0,69.0,52.0,35.0,0.0,7.0,5.0,-15,0,1,1,0,0,545.0,227.0,2.4008810572687223,33.0,0.0,0.0,0.0,-0.20891682122108743
27340,1n8fHxto2OMcsDBE1fR70H,67,2.76,1,1,489072,2,72.0,2447389.0,184,9B,112.0,46.0,77.0,53.0,0.0,0.0,7.0,4.0,-8,1,0,0,0,1,526.0,209.0,2.5167464114832536,0.0,0.0,0.0,0.0,-0.20891682122108743
27341,0AK8IWlP9r2cJ0LUzwtNho,67,2.4,0,4,481512,2,72.0,875989.0,185,4A,100.0,75.0,90.0,74.0,37.0,0.0,29.0,16.0,-7,0,1,1,0,0,398.0,163.0,2.441717791411043,16.0,0.0,0.0,0.0,-0.20891682122108743
27342,2lIBT5vhgGXKMUoCFeFJvZ,67,4.23,1,12,413640,1,72.0,3691633.0,184,12A,128.0,75.0,82.0,42.0,6.0,0.0,63.0,6.0,-8,0,1,1,0,0,590.0,258.0,2.2868217054263567,0.0,0.0,0.0,0.0,-0.20891682122108743
27344,7fjov4E4FQSn92fqndntfa,67,2.16,0,1,487728,1,72.0,744783.0,183,1A,97.0,82.0,66.0,75.0,46.0,0.0,10.0,32.0,-3,0,1,0,0,1,424.0,233.0,1.8197424892703864,0.0,0.0,0.0,0.0,-0.20891682122108743
27345,4txJR7LWq7AQYNYoBCf0gB,67,3.81,1,2,488064,3,72.0,2739727.0,185,8B,106.0,45.0,61.0,12.0,7.0,0.0,11.0,3.0,-9,1,0,1,0,0,604.0,272.0,2.2205882352941178,44.0,0.0,0.0,0.0,-0.20891682122108743
27347,1z9adRe4kaugMq3E8HX3c6,67,2.47,1,3,487056,4,74.0,2908683.0,184,9B,94.0,92.0,68.0,70.0,13.0,0.0,35.0,22.0,-3,1,0,1,0,0,518.0,236.0,2.194915254237288,38.0,0.0,0.0,0.0,-0.20891682122108743
27348,6lmXLltCYZciRhKFNPofCo,67,3.53,1,1,488232,3,73.0,459879.0,185,3A,84.0,68.0,46.0,21.0,22.0,0.0,15.0,18.0,-7,0,1,0,0,1,585.0,279.0,2.096774193548387,46.0,0.0,0.0,0.0,-0.20891682122108743
27349,6yKRxSyDyKXcYA9DGkG5Aq,67,3.12,1,1,488736,3,73.0,459879.0,185,8B,125.0,75.0,79.0,40.0,0.0,0.0,18.0,5.0,-4,1,0,0,0,1,474.0,215.0,2.204651162790697,20.0,0.0,0.0,0.0,-0.20891682122108743
27350,466cKvZn1j45IpxDdYZqdA,68,4.12,1,5,441192,1,95.0,103285391.0,184,11B,115.0,82.0,78.0,94.0,17.0,0.0,29.0,3.0,-4,1,0,1,0,0,608.0,194.0,3.134020618556701,8.0,2.0,5.0,109.0,-0.015254244089159638
27351,4OkiWfrZKmmVoILXk8JEtl,68,3.91,0,9,365856,2,88.5,65194811.5,179,3A,117.0,69.0,78.0,55.0,23.0,0.0,12.0,4.0,-5,0,1,1,0,0,687.0,282.0,2.436170212765957,1.0,3.0,3.0,172.0,-0.015254244089159638
27353,4BDgGQXx7jO2JgC7bpFsIv,68,6.99,1,8,350640,2,95.0,103285391.0,180,10B,98.0,74.0,70.0,55.0,16.0,0.0,35.0,14.0,-7,1,0,1,0,0,850.0,266.0,3.1954887218045114,55.0,4.0,3.0,113.0,-0.015254244089159638
27354,7vjtAU3Ns1AT4dRa0voHBJ,68,3.4,0,6,372144,2,95.0,103285391.0,180,6A,120.0,67.0,93.0,42.0,19.0,0.0,11.0,22.0,-8,0,1,1,0,0,437.0,131.0,3.33587786259542,6.0,2.0,3.0,49.0,-0.015254244089159638
27355,70ATm56tH7OrQ1zurYssz0,68,4.73,1,1,360144,3,83.0,59911741.5,121,11A,151.0,61.0,36.0,36.0,29.0,0.0,10.0,6.0,-6,0,1,0,0,1,768.0,295.0,2.6033898305084744,0.0,3.0,4.0,201.0,-0.015254244089159638
27356,3U21A07gAloCc4P7J8rxcn,68,2.43,1,3,424392,1,89.0,31096938.0,184,9A,143.0,64.0,62.0,35.0,10.0,0.0,12.0,4.0,-8,0,1,1,0,0,400.0,174.0,2.2988505747126435,0.0,2.0,4.0,103.0,-0.015254244089159638
27357,36ux3YuUsGTWPT8fXclS45,68,3.83,0,17,369864,2,89.0,31096938.0,184,9B,144.0,70.0,81.0,96.0,64.0,0.0,9.0,22.0,-5,1,0,1,0,0,378.0,164.0,2.304878048780488,2.0,4.0,3.0,52.0,-0.015254244089159638
27358,23SZWX2IaDnxmhFsSLvkG2,68,5.96,1,2,358440,3,84.0,19398901.5,184,2B,103.0,86.0,76.0,95.0,37.0,0.0,84.0,10.0,-4,1,0,1,0,0,665.0,417.0,1.5947242206235013,0.0,0.0,0.0,0.0,-0.015254244089159638
27359,7yNK27ZTpHew0c55VvIJgm,68,4.68,1,1,358440,1,89.0,31096938.0,184,4B,80.0,68.0,46.0,70.0,59.0,0.0,24.0,16.0,-6,1,0,1,0,0,483.0,219.0,2.2054794520547945,15.0,2.0,5.0,111.0,-0.015254244089159638
27360,3MG4uJgccswTKrjheG54eW,68,2.6,1,18,486720,1,90.0,41206363.0,185,9A,107.0,46.0,60.0,56.0,56.0,0.0,25.0,38.0,-7,0,1,1,0,0,331.0,199.0,1.6633165829145728,15.0,2.0,0.0,158.0,-0.015254244089159638
27361,4AO1XhrgJczQ9bNVxdfKQe,68,4.17,1,6,438168,3,87.5,24353847.5,185,9B,170.0,45.0,45.0,29.0,56.0,0.0,11.0,36.0,-9,1,0,1,0,0,435.0,143.0,3.041958041958042,44.0,2.0,5.0,102.0,-0.015254244089159638
27362,6scpNkWEmUxmKY7nYjVLsX,68,3.66,1,14,400368,1,90.0,41206363.0,185,12B,118.0,58.0,81.0,56.0,21.0,0.0,40.0,5.0,-5,1,0,1,0,0,496.0,239.0,2.075313807531381,14.0,2.0,1.0,110.0,-0.015254244089159638
27363,6fwdbPMwP1zVStm8FybmkO,68,4.31,1,3,407928,3,85.66666666666667,19435827.0,185,3B,125.0,48.0,77.0,26.0,35.0,0.0,14.0,37.0,-10,1,0,1,0,0,759.0,207.0,3.6666666666666665,53.0,2.0,3.0,161.0,-0.015254244089159638
27365,1nXZnTALNXiPlvXotqHm66,68,3.5,1,7,432792,1,87.0,24503117.0,185,8B,170.0,75.0,69.0,67.0,32.0,0.0,8.0,23.0,-4,1,0,1,0,0,591.0,183.0,3.2295081967213117,32.0,3.0,3.0,79.0,-0.015254244089159638
27366,0wEC0GNF74lAqrEFZJMl1m,68,2.98,1,8,432792,1,87.0,24503117.0,185,10A,132.0,66.0,77.0,58.0,9.0,0.0,15.0,8.0,-5,0,1,1,0,0,386.0,183.0,2.109289617486339,20.0,3.0,1.0,88.0,-0.015254244089159638
27367,7xAvtuHf8nGi5OtXVPYgb3,68,2.46,1,13,483864,1,86.0,15063390.0,183,8A,117.0,84.0,53.0,36.0,23.0,0.0,11.0,17.0,-5,0,1,1,0,0,344.0,165.0,2.084848484848485,27.0,2.0,2.0,151.0,-0.015254244089159638
27368,1bAv1DWUibxCIjAk9SlzRi,68,3.49,1,32,484128,1,86.0,15063390.0,183,10B,120.0,79.0,79.0,39.0,60.0,0.0,10.0,30.0,-5,1,0,1,0,0,521.0,190.0,2.7421052631578946,22.0,2.0,2.0,159.0,-0.015254244089159638
27369,5eqiMMbaeUZ32Q7sS00H35,68,4.34,1,12,393984,1,84.0,34314932.0,166,3B,96.0,48.0,77.0,80.0,66.0,0.0,9.0,4.0,-5,1,0,1,0,0,646.0,196.0,3.295918367346939,19.0,2.0,3.0,77.0,-0.015254244089159638
27370,43VXG87ajppI8mO1Mxo8vu,68,2.99,1,2,420768,3,84.0,34314932.0,184,11B,130.0,62.0,73.0,22.0,20.0,0.0,13.0,7.0,-7,1,0,1,0,0,511.0,230.0,2.2217391304347824,6.0,4.0,0.0,75.0,-0.015254244089159638
27371,6vt0I1cw1YmAIKDJvHVIM5,68,5.44,1,2,378696,2,83.0,10397003.0,185,10B,117.0,44.0,90.0,77.0,11.0,0.0,22.0,29.0,-9,1,0,1,0,0,753.0,240.0,3.1375,8.0,3.0,3.0,108.0,-0.015254244089159638
